datetime,Strategy,Benchmark Buy & Hold
2017-09-08 00:00:00+00:00,171807.33921999997,378543.69999999995
2017-09-09 00:00:00+00:00,172692.39922,376102.3599999999
2017-09-10 00:00:00+00:00,174574.26922,370911.43
2017-09-11 00:00:00+00:00,175624.71921999997,368013.88
2017-09-12 00:00:00+00:00,177399.30921999997,363118.87
2017-09-13 00:00:00+00:00,185570.46921999997,340579.63
2017-09-14 00:00:00+00:00,209341.92922,275008.69
2017-09-15 00:00:00+00:00,212935.80921999997,321468.13
2017-09-16 00:00:00+00:00,212935.80921999997,315352.44999999995
2017-09-17 00:00:00+00:00,212935.80921999997,320111.83
2017-09-18 00:00:00+00:00,223295.44867999997,366361.66
2017-09-19 00:00:00+00:00,213600.03868,350443.63
2017-09-20 00:00:00+00:00,213442.32867999998,350184.69999999995
2017-09-21 00:00:00+00:00,191520.09547999996,319421.35
2017-09-22 00:00:00+00:00,187868.04547999994,325401.4
2017-09-23 00:00:00+00:00,177792.69947999998,353131.56999999995
2017-09-24 00:00:00+00:00,175802.49948,349173.63999999996
2017-09-25 00:00:00+00:00,182758.89948,363007.9
2017-09-26 00:00:00+00:00,179665.09948,356855.23
2017-09-27 00:00:00+00:00,192424.69947999998,382230.37
2017-09-28 00:00:00+00:00,187762.29948,372958.21
2017-09-29 00:00:00+00:00,181004.29948,359518.50999999995
2017-09-30 00:00:00+00:00,187210.49947999997,371860.83999999997
2017-10-01 00:00:00+00:00,188084.69947999998,373599.37
2017-10-02 00:00:00+00:00,183108.52887999994,365868.46
2017-10-03 00:00:00+00:00,186262.06887999995,359617.15
2017-10-04 00:00:00+00:00,185926.18887999997,360282.97
2017-10-05 00:00:00+00:00,184296.54887999996,363513.43
2017-10-06 00:00:00+00:00,187724.61287999997,380380.87
2017-10-07 00:00:00+00:00,189676.29287999996,384338.79999999993
2017-10-08 00:00:00+00:00,188150.21287999998,381243.97
2017-10-09 00:00:00+00:00,178809.48529999997,365202.63999999996
2017-10-10 00:00:00+00:00,174969.79226000002,367348.06
2017-10-11 00:00:00+00:00,174538.69985999996,372366.37
2017-10-12 00:00:00+00:00,168764.02685999998,372391.02999999997
2017-10-13 00:00:00+00:00,156673.76895999993,413955.46
2017-10-14 00:00:00+00:00,158146.32895999993,417851.74
2017-10-15 00:00:00+00:00,156748.32895999993,414152.74
2017-10-16 00:00:00+00:00,155872.2489599999,411834.69999999995
2017-10-17 00:00:00+00:00,148004.3922799999,389973.6099999999
2017-10-18 00:00:00+00:00,149041.1322799999,387236.35
2017-10-19 00:00:00+00:00,151857.1422799999,379801.3599999999
2017-10-20 00:00:00+00:00,153725.1422799999,374869.3599999999
2017-10-21 00:00:00+00:00,155798.6222799999,369394.83999999997
2017-10-22 00:00:00+00:00,157890.7822799999,363871.0
2017-10-23 00:00:00+00:00,162373.9822799999,352034.19999999995
2017-10-24 00:00:00+00:00,144113.2022799999,365646.52
2017-10-25 00:00:00+00:00,138959.34827999986,366793.21
2017-10-26 00:00:00+00:00,139586.2882799999,365202.63999999996
2017-10-27 00:00:00+00:00,135652.4766999999,366263.02
2017-10-28 00:00:00+00:00,135370.99713999988,363883.33
2017-10-29 00:00:00+00:00,135832.36223999987,373981.6
2017-10-30 00:00:00+00:00,137209.12223999985,377779.24
2017-10-31 00:00:00+00:00,136257.01223999987,375152.94999999995
2017-11-01 00:00:00+00:00,135313.91471999988,357582.69999999995
2017-11-02 00:00:00+00:00,137773.4347199999,350813.52999999997
2017-11-03 00:00:00+00:00,126516.18927999989,376879.15
2017-11-04 00:00:00+00:00,124670.07927999987,371367.63999999996
2017-11-05 00:00:00+00:00,122356.73413999988,365584.87
2017-11-06 00:00:00+00:00,119078.5641399999,366595.93
2017-11-07 00:00:00+00:00,114875.3661199999,360800.83
2017-11-08 00:00:00+00:00,116241.54907999988,382292.02
2017-11-09 00:00:00+00:00,120243.34907999988,395485.12
2017-11-10 00:00:00+00:00,112366.90907999988,369518.13999999996
